Date	core-affined?	n	t	Runtime
05/20/2025 03:31:40	0	15	4	0.004148
05/20/2025 04:24:41	0	4	4	0.023606
05/20/2025 04:26:14	0	16	4	0.010163
05/20/2025 04:26:52	0	16	4	0.009654
05/20/2025 04:28:16	0	16	4	0.014364
05/20/2025 04:31:15	0	16	4	0.006402
05/20/2025 04:34:01	0	25000	2	15.219728
05/20/2025 04:40:55	0	25000	2	2.368077
05/20/2025 05:12:40	0	25000	2	2.381563
